,quarter,expectation,variance,sharpe_ratio
169,2019-Q2,0.069,0.0050944074972653075,0.9667234429239608
170,2019-Q2,0.07,0.005347020747101338,0.9572868769804858
171,2019-Q2,0.071,0.005610485144983959,0.9478904337203607
172,2019-Q2,0.072,0.0058848020379599865,0.9385697815821019
173,2019-Q2,0.073,0.006169976571554279,0.9293538504978697
174,2019-Q2,0.074,0.006466011356923485,0.92026623572938
175,2019-Q2,0.075,0.00677290661390755,0.9113259135977638
176,2019-Q2,0.076,0.0070906629341229346,0.9025477165584993
177,2019-Q2,0.077,0.0074193101907051185,0.8939412150393735
178,2019-Q2,0.078,0.007759074174007731,0.8855022130051154
179,2019-Q2,0.079,0.008110003485650238,0.8772362523131771
180,2019-Q2,0.08,0.008472097626916027,0.8691495530322797
181,2019-Q2,0.081,0.008845451839408023,0.861241617151266
182,2019-Q2,0.082,0.00923070751624129,0.8534859128785617
183,2019-Q2,0.083,0.009627986783648582,0.845883102781268
184,2019-Q2,0.084,0.010037789822724765,0.8384173117487368
185,2019-Q2,0.085,0.01046145242173579,0.8310419243444118
186,2019-Q2,0.086,0.01089904720329813,0.8237666098434862
187,2019-Q2,0.087,0.011350574363967731,0.8166018010616506
188,2019-Q2,0.088,0.011816897192551502,0.8095262642674032
189,2019-Q2,0.089,0.012299137443623317,0.8025141141142818
190,2019-Q2,0.09,0.012797299497454197,0.795579057608357
191,2019-Q2,0.091,0.013311383432366253,0.7887326074568387
192,2019-Q2,0.092,0.013841608779904252,0.7819780132972014
193,2019-Q2,0.093,0.014390565245834167,0.7752540114402118
194,2019-Q2,0.094,0.014961247581499422,0.7685001360285021
195,2019-Q2,0.095,0.015567214293124956,0.7614092584779846
196,2019-Q2,0.096,0.016210742155588383,0.7539972883911376
197,2019-Q2,0.097,0.01689183908275406,0.7463340682262168
198,2019-Q2,0.098,0.017611372183527516,0.738464254587893
199,2019-Q2,0.099,0.01837295297007875,0.7303746865223503
200,2019-Q3,0.0,0.026046099649420767,0.0
201,2019-Q3,0.001,0.022490348516731637,0.006668096976209831
202,2019-Q3,0.002,0.019355631045252217,0.014375611521942465
203,2019-Q3,0.003,0.016616489524199998,0.023272959603226836
204,2019-Q3,0.004,0.014197729791514789,0.03356993791652166
205,2019-Q3,0.005,0.012079832658676641,0.04549247292714048
206,2019-Q3,0.006,0.01026279632857682,0.05922681729059695
207,2019-Q3,0.007,0.008746618945517237,0.07484760992394417
208,2019-Q3,0.008,0.0074973895842835965,0.09239212325970314
209,2019-Q3,0.009,0.006443907693509402,0.11211606691385631
210,2019-Q3,0.01,0.005574277816881835,0.1339385814907593
211,2019-Q3,0.011,0.0048611061535303425,0.157770256882779
212,2019-Q3,0.012,0.004280042602822467,0.18342443925993598
213,2019-Q3,0.013,0.0037980853178195494,0.21094099692479476
214,2019-Q3,0.014,0.003413022205847912,0.23963954080501818
215,2019-Q3,0.015,0.0031102978767184332,0.26896159224335775
216,2019-Q3,0.016,0.0028732712909035093,0.2984912920633806
217,2019-Q3,0.017,0.0026689492168316237,0.3290627828681847
218,2019-Q3,0.018,0.002489090074015423,0.3607880950285127
219,2019-Q3,0.019,0.0023286352485448122,0.3937339533022609
220,2019-Q3,0.02,0.0021868034413965016,0.42768608583518586
221,2019-Q3,0.021,0.0020649118186746203,0.4621346578745747
222,2019-Q3,0.022,0.0019629869141748833,0.4965511346095775
223,2019-Q3,0.023,0.0018817676222437553,0.530206246700837
224,2019-Q3,0.024,0.0018156930040660756,0.5632355150266666
225,2019-Q3,0.025,0.001760978196148324,0.595748584750061
226,2019-Q3,0.026,0.0017164938586052884,0.6275556168366793
227,2019-Q3,0.027,0.0016824314371975374,0.6582563794880331
228,2019-Q3,0.028,0.0016571585740716844,0.6878218964514176
229,2019-Q3,0.029,0.001639171766481027,0.7162848496567827
230,2019-Q3,0.03,0.0016287412632878678,0.7433531825872992
231,2019-Q3,0.031,0.0016283726952433365,0.7682185470556382
232,2019-Q3,0.032,0.0016391811964440062,0.7903810088985319
233,2019-Q3,0.033,0.001661475882419261,0.8095933255588851
234,2019-Q3,0.034,0.0016962513959499926,0.8255318014997298
235,2019-Q3,0.035,0.001749316849941798,0.8368233784603858
236,2019-Q3,0.036,0.0018246625611589215,0.8427741770418248
237,2019-Q3,0.037,0.0019225186298464224,0.843852313893719
238,2019-Q3,0.038,0.002041152789085604,0.8410965260781763
239,2019-Q3,0.039,0.002179585775497996,0.8353675952988233
240,2019-Q3,0.04,0.0023378000403232154,0.8272872106108026
241,2019-Q3,0.041,0.0025162081837620557,0.8173547135229504
242,2019-Q3,0.042,0.0027161977031023516,0.8058767041167179
243,2019-Q3,0.043,0.0029378359255711234,0.7933314784433373
244,2019-Q3,0.044,0.00318501222590758,0.7796454067642646
245,2019-Q3,0.045,0.0034655408417662184,0.7644111321296732
246,2019-Q3,0.046,0.003781518260358473,0.7480398435962796
247,2019-Q3,0.047,0.004133209083663391,0.7310619328760594
248,2019-Q3,0.048,0.004521773140500202,0.7138169436877869
249,2019-Q3,0.049,0.004947596812725602,0.6966247969727275
250,2019-Q3,0.05,0.005410752284167236,0.6797374197273479
251,2019-Q3,0.051,0.005914773905083345,0.6631337045631889
252,2019-Q3,0.052,0.006462959316395523,0.6468262442245888
253,2019-Q3,0.053,0.007056036045382491,0.6309507693570884
254,2019-Q3,0.054,0.0077061463872705295,0.6151416489474384
255,2019-Q3,0.055,0.008425077781518492,0.5992054157790887
256,2019-Q3,0.056,0.009213661631125624,0.5834073517870668
257,2019-Q3,0.057,0.010083303631494869,0.5676405774465682
258,2019-Q3,0.058,0.011037801099845418,0.5520605473010002
259,2019-Q3,0.059,0.012088685218366356,0.5366145907849362
260,2019-Q3,0.06,0.013245119298216824,0.521342719719697
261,2019-Q3,0.061,0.014542709323973972,0.5058330167200835
262,2019-Q3,0.062,0.01604690111419915,0.4894362152558244
263,2019-Q3,0.063,0.017898383275784528,0.4709053749508792
264,2019-Q3,0.064,0.02015207763360146,0.45083752839121766
265,2019-Q3,0.065,0.022807981242775152,0.43039769131153344
266,2019-Q3,0.066,0.025866095846407065,0.4103727308187212
267,2019-Q3,0.067,0.02944591922532874,0.3904471386470608
268,2019-Q3,0.068,0.03382628926480269,0.36972748237179415
269,2019-Q3,0.069,0.03901862702751489,0.34931167316419814
270,2019-Q3,0.07,0.045022947841209554,0.3298990589279313
271,2019-Q3,0.071,0.05183924805602348,0.31183797533853225
272,2019-Q3,0.072,0.05946752749295136,0.2952518009873787
273,2019-Q3,0.073,,0.0
274,2019-Q3,0.074,,0.0
275,2019-Q3,0.075,,0.0
276,2019-Q3,0.076,,0.0
277,2019-Q3,0.077,,0.0
278,2019-Q3,0.078,,0.0
279,2019-Q3,0.079,,0.0
280,2019-Q3,0.08,,0.0
281,2019-Q3,0.081,,0.0
282,2019-Q3,0.082,,0.0
283,2019-Q3,0.083,,0.0
284,2019-Q3,0.084,,0.0
285,2019-Q3,0.085,,0.0
286,2019-Q3,0.086,,0.0
287,2019-Q3,0.087,,0.0
288,2019-Q3,0.088,,0.0
289,2019-Q3,0.089,,0.0
290,2019-Q3,0.09,,0.0
291,2019-Q3,0.091,,0.0
292,2019-Q3,0.092,,0.0
293,2019-Q3,0.093,,0.0
294,2019-Q3,0.094,,0.0
295,2019-Q3,0.095,,0.0
296,2019-Q3,0.096,,0.0
297,2019-Q3,0.097,,0.0
298,2019-Q3,0.098,,0.0
299,2019-Q3,0.099,,0.0
300,2019-Q4,0.0,0.0016369767422726989,0.0
301,2019-Q4,0.001,0.0016339056694068682,0.02473924890677341
302,2019-Q4,0.002,0.0016313396207906618,0.04951739662429101
303,2019-Q4,0.003,0.0016293499772486943,0.07432143137942164
304,2019-Q4,0.004,0.001627942744779888,0.09913806273059664
305,2019-Q4,0.005,0.0016272281259492281,0.12394978654897365
306,2019-Q4,0.006,0.0016274484253222176,0.14872967644871704
307,2019-Q4,0.007,0.0016286588964320291,0.17345346183835697
308,2019-Q4,0.008,0.0016307714795018018,0.1981040860307037
309,2019-Q4,0.009,0.0016336397735108865,0.22267135926375994
310,2019-Q4,0.01,0.0016372608823531497,0.24713887030063
311,2019-Q4,0.011,0.001641634624488445,0.27149037252868613
312,2019-Q4,0.012,0.0016467609857454657,0.2957099660204207
313,2019-Q4,0.013,0.0016526401241113025,0.3197821410646844
314,2019-Q4,0.014,0.0016592726083119564,0.3436917945919163
315,2019-Q4,0.015,0.0016666591481959406,0.36742429015904227
316,2019-Q4,0.016,0.0016747964128305275,0.39096598256002796
317,2019-Q4,0.017,0.001683686508713758,0.4143032168776626
318,2019-Q4,0.018,0.0016932741501018043,0.4374303034010392
319,2019-Q4,0.019,0.001703649284608574,0.46032387806888053
320,2019-Q4,0.02,0.0017148865647942135,0.48296126092823627
321,2019-Q4,0.021,0.0017269032941582565,0.5053418730835223
322,2019-Q4,0.022,0.0017396657120030941,0.5274603017825858
323,2019-Q4,0.023,0.0017531308793672005,0.5493139982018082
324,2019-Q4,0.024,0.0017673245480267154,0.5708908558224881
325,2019-Q4,0.025,0.001782228511515579,0.5921862443552848
326,2019-Q4,0.026,0.0017978913121676932,0.6131851534127379
327,2019-Q4,0.027,0.0018143443662877235,0.6338754091660034
328,2019-Q4,0.028,0.0018316013511424792,0.654248226012444
329,2019-Q4,0.029,0.0018496592999594072,0.6742983977059085
330,2019-Q4,0.03,0.0018685182743675582,0.6940209491097702
331,2019-Q4,0.031,0.001888175058457206,0.7134122552605233
332,2019-Q4,0.032,0.001908637282530607,0.7324673605350103
333,2019-Q4,0.033,0.00192993083415236,0.7511783586450577
334,2019-Q4,0.034,0.0019520657120243759,0.7695408885786065
335,2019-Q4,0.035,0.0019750416492463254,0.7875532266417854
336,2019-Q4,0.036,0.0019988331818576134,0.8052193923174882
337,2019-Q4,0.037,0.002023417507432329,0.8225436848577038
338,2019-Q4,0.038,0.002048777650337879,0.839529927959532
339,2019-Q4,0.039,0.0020749308062960933,0.8561755032082944
340,2019-Q4,0.04,0.0021018838435786745,0.8724803114229323
341,2019-Q4,0.041,0.002129718162514215,0.8884291290933701
342,2019-Q4,0.042,0.002158455679047253,0.9040193422726092
343,2019-Q4,0.043,0.0021880964670889214,0.9192533540071945
344,2019-Q4,0.044,0.0022186363396158714,0.9341349375565761
345,2019-Q4,0.045,0.0022500817940445256,0.9486660548219942
346,2019-Q4,0.046,0.002282439601560799,0.9628490022473655
347,2019-Q4,0.047,0.0023158491952568095,0.9766584687740144
348,2019-Q4,0.048,0.002351114981067312,0.9899295832482919
349,2019-Q4,0.049,0.0023884971789955435,1.0026138824843474
350,2019-Q4,0.05,0.002428239913520498,1.0146685690293666
351,2019-Q4,0.051,0.0024711584246290097,1.0259350841860957
352,2019-Q4,0.052,0.002517326612115005,1.0364146903346707
353,2019-Q4,0.053,0.002566745000670428,1.0461272313413772
354,2019-Q4,0.054,0.0026194201110592993,1.0550940672926787
355,2019-Q4,0.055,0.0026753320264308322,1.0633441477806536
356,2019-Q4,0.056,0.0027349773814911147,1.0708068913385873
357,2019-Q4,0.057,0.002800324942646352,1.0771362485496907
358,2019-Q4,0.058,0.002871605104215684,1.0823448007187024
359,2019-Q4,0.059,0.002948816138385223,1.0864960813366717
360,2019-Q4,0.06,0.0030319573647825553,1.0896567297038768
361,2019-Q4,0.061,0.0031210288273378736,1.0918951702486124
362,2019-Q4,0.062,0.0032160308948371787,1.09328045323747
363,2019-Q4,0.063,0.003316963077061813,1.0938813825471754
364,2019-Q4,0.064,0.003423823955071701,1.093765601575031
365,2019-Q4,0.065,0.0035369939216209866,1.0929396957772375
366,2019-Q4,0.066,0.0036574929636447265,1.091320179797993
367,2019-Q4,0.067,0.00378539490736283,1.088978250498457
368,2019-Q4,0.068,0.003920846623571538,1.08597289511547
369,2019-Q4,0.069,0.004063895579759157,1.0823751692031187
370,2019-Q4,0.07,0.004214539642371007,1.0782586936562895
371,2019-Q4,0.071,0.004372778804248794,1.0736916955989115
372,2019-Q4,0.072,0.004538613148499131,1.0687371670745536
373,2019-Q4,0.073,0.0047120672141266525,1.0634501130724672
374,2019-Q4,0.074,0.00489377085763514,1.0578154467865601
375,2019-Q4,0.075,0.0050859341521538246,1.0516613102301993
376,2019-Q4,0.076,0.005290204589778002,1.0449063256013587
377,2019-Q4,0.077,0.005506928963920967,1.0376143945801168
378,2019-Q4,0.078,0.0057360783317446234,1.0298810473015512
379,2019-Q4,0.079,0.005977670479337858,1.0217887245020263
380,2019-Q4,0.08,0.006231700012418145,1.0134135753354019
381,2019-Q4,0.081,0.0064981705341013996,1.004822766969051
382,2019-Q4,0.082,0.0067770797099589546,0.9960761821831129
