Date,benchmark,portfolio_1,portfolio_2,portfolio_3,portfolio_4,portfolio_5,portfolio_6,portfolio_7,portfolio_8,portfolio_9,portfolio_10,portfolio_11,portfolio_12,portfolio_13,portfolio_14,portfolio_15,portfolio_16,portfolio_17,portfolio_18,portfolio_19,portfolio_20
2019-01-02 00:00:00-05:00,1.0,1.0000000000001075,0.9999999999999838,0.9999999999999856,1.000000000001504,1.0000000000089169,1.0000000000002065,0.9999999999993638,0.9999999999963418,1.0000000000033193,0.9999999999998532,1.0000000000000575,0.9999999999999813,0.9999999999976874,0.9999999999993072,1.0000000000000009,0.9999999999999818,0.999999999998575,0.999999999999768,0.999999999999889,0.9999999999998652
2019-01-03 00:00:00-05:00,0.9673294251396612,0.9832988733054459,0.9838559070154242,0.9831092741247409,0.9934064808720424,0.9831576753077738,0.9840425784463047,0.9833339377778965,0.9888830585328551,0.9845197537428061,0.9834189493414218,0.9869966819207738,0.9832217772456323,0.9874206559151922,0.987334046831599,0.9942390139633492,0.9893365205875991,0.9832570073417995,0.9844551737555394,0.9835958260637221,0.9844465940875435
2019-01-04 00:00:00-05:00,1.0087161480195346,1.0041338609133308,1.0041588218797652,1.0042890091982637,1.012090339462067,1.0040734405965435,1.0054584402859066,1.0040447891848028,1.0092055332511531,1.0043380163224507,1.0047833409485842,1.0082583892585681,1.0044176106684801,1.0082484561814604,1.008381880639115,1.0134863452404423,1.0099637272979303,1.0040933500155427,1.0059250261010173,1.0045005050754452,1.0057159770599218
2019-01-07 00:00:00-05:00,1.0207255054222277,1.0072838817477094,1.0064805857925194,1.0076880631583411,1.0167627777461377,1.0072743003901328,1.0091287365086303,1.0070827346441402,1.0133069272107587,1.0060984118602192,1.0083757590111009,1.0122357597135772,1.0078216264928548,1.0122356251984623,1.0121317871568012,1.018975772291158,1.014206861367873,1.0072461807986406,1.0096180626261162,1.0077291355667826,1.0093202500328775
2019-01-08 00:00:00-05:00,1.0299582930560265,1.017610166800851,1.0172776477059255,1.0176225511208665,1.0250527700585255,1.0175571249252577,1.0196148508536451,1.017550107323709,1.0245486320707116,1.017482842466447,1.0184859810846019,1.0241407072937831,1.017705605092662,1.0234696571867052,1.0240696665345135,1.0282910344165437,1.026435339459911,1.0175677293852694,1.0201989429067768,1.0176710080223321,1.0199932067621418
2019-01-09 00:00:00-05:00,1.0383520872057608,1.0195137182097143,1.0195410068415547,1.0192234729476244,1.0235343809414137,1.0192349777191356,1.0210078078690505,1.019407799105574,1.024690812645306,1.0200742924299093,1.0199509226848975,1.0247475288721408,1.0192647885252217,1.0239325603386704,1.0248342562477897,1.02638385816522,1.0265743756394732,1.0193492706960754,1.0215999502662518,1.019501740904998,1.02131328321839
2019-01-10 00:00:00-05:00,1.04132223179376,1.028923888758782,1.0293982013331888,1.0282947945966183,1.0369741402200083,1.028280867553463,1.0299131335953642,1.0286384007550191,1.0348775508480539,1.0302423858243275,1.0288555563661386,1.0341994373010186,1.028286079885407,1.0337885506587972,1.034118970709329,1.0397788895005315,1.0364010007767737,1.0285571490694907,1.0305977583093573,1.0289873348377527,1.0302325591204051
2019-01-11 00:00:00-05:00,1.0375125859178687,1.0279080165186691,1.028283808320559,1.0274351660634975,1.0376952230881487,1.0273003552026887,1.0293205486283117,1.0275588206936546,1.0348917085650253,1.0287071693800962,1.0281514962350684,1.033985540095799,1.0274738467890152,1.0335097442190253,1.0340053400589089,1.040906831839329,1.0368090169480784,1.0275486000432197,1.0300046667064269,1.0279762171728364,1.0297164410699717
2019-01-14 00:00:00-05:00,1.0283445940524798,1.0115139827542663,1.0118523602147573,1.0110959413512643,1.0246842281917756,1.0109268153156103,1.0134800338222612,1.011223377113935,1.0205946297049446,1.0121388386156354,1.0120201449319572,1.0197332379639727,1.0110508086786667,1.0191287294617473,1.0192183163444237,1.0291623999302804,1.0228012213714393,1.0112135549041923,1.014317712151095,1.0113443251276086,1.0138807104078087
2019-01-15 00:00:00-05:00,1.0484245792489826,1.0231445381065427,1.0226671058755945,1.0234089407038949,1.0400254086065974,1.022528245418604,1.0266475768825343,1.0225970509436142,1.0348793765131656,1.0223758750693674,1.0248424149917992,1.033997166104712,1.0234968851832311,1.033474316823111,1.033096467738808,1.0441702265565314,1.0368453399357214,1.022830405043179,1.0278389158814367,1.0232773558918982,1.0269937437482497
2019-01-16 00:00:00-05:00,1.048230902869112,1.02175510798332,1.0230722984854417,1.021375057085323,1.0361340769694494,1.0208497378044652,1.0244985304950671,1.021189331375622,1.0323914253406972,1.0243137104090794,1.0226844592706281,1.0316781663046612,1.0213404996786122,1.0310049624717526,1.030913699698824,1.0403002313262908,1.0344235876825367,1.0212372095988425,1.025593006061758,1.021755993771403,1.024895829870908
2019-01-17 00:00:00-05:00,1.0564953086035578,1.0326519462231238,1.0329774479272913,1.0325359813141148,1.0474186564410848,1.0317171597567105,1.0356816828313573,1.0320648341775986,1.04343095999898,1.0335578900300553,1.033854085020811,1.0431405516290637,1.032470699457967,1.0423784933287596,1.0421000394571813,1.0515607519490486,1.045421653408656,1.0322026229943357,1.0369069350787858,1.0326453136645781,1.0359762329368878
2019-01-18 00:00:00-05:00,1.0669548487242242,1.039958773300967,1.0405303161603574,1.0395916223456447,1.057390895914015,1.038341990711289,1.0427349345078787,1.0388833004356925,1.0516223688896829,1.0413134588295783,1.0408823426030192,1.0507504231902312,1.0394630883920357,1.050405348391893,1.049320858024247,1.0617575036368245,1.0531547398391923,1.0390992532974703,1.0441246663993562,1.040252537958639,1.0429229316523831
2019-01-22 00:00:00-05:00,1.045583518393975,1.036958385530883,1.0367743902499698,1.036943968718272,1.0542095943066692,1.0348287765235251,1.0401073605715603,1.0355087683757902,1.0493968032438887,1.036764988420671,1.0382198694830733,1.0484811581046354,1.0367522668860123,1.048374210795483,1.0468181592591155,1.0581613087027353,1.0505469324140622,1.0359477123898937,1.0417644622587867,1.0376376364099904,1.0401990993702743
2019-01-23 00:00:00-05:00,1.046939253053069,1.0428708319741014,1.042472484123941,1.0426754491789758,1.0588613026292708,1.0409540262420327,1.0457325172684337,1.0416696270714183,1.0548086808764303,1.042055613423272,1.0439186105746245,1.0539474069317236,1.0424802921384106,1.053793183501792,1.052290730199394,1.0631734234891403,1.0560087473364028,1.041965868987314,1.0472218925025096,1.0432649261241385,1.0458806723353793
2019-01-24 00:00:00-05:00,1.0537187388346634,1.037280970444757,1.0377098355018137,1.0364249273347896,1.0550668866099373,1.034489472338552,1.039779001803667,1.035628482841735,1.0506819819944295,1.038075881566244,1.0376593766456974,1.0493471949775748,1.0361004570128185,1.0492954454098953,1.047430221536056,1.0606513150340144,1.0520239474174014,1.0358959439356488,1.041538841643023,1.0378657699138258,1.0399542716663388
2019-01-25 00:00:00-05:00,1.0663090238162027,1.0380093089109192,1.0403947516539058,1.0355139197624808,1.0506616924090648,1.034751089528046,1.0378948857832873,1.036569803004091,1.0477040134379039,1.0418331924974544,1.0361806252157701,1.04681820502204,1.0349049518991411,1.046460253790714,1.0450228540837077,1.0562686363087743,1.0495174308534785,1.0363025527852516,1.039101861514809,1.0378325588365418,1.0381706396801729
2019-01-28 00:00:00-05:00,1.053137608134286,1.0328101664316454,1.035698810921835,1.0297295169837266,1.0413161770780848,1.0297313465888855,1.031480731318347,1.0316838443056633,1.0397326531121067,1.037135969533871,1.0300414320412388,1.0393751117642442,1.0289787477725991,1.038598693525879,1.0379735448513436,1.0471587450643072,1.0421004596397456,1.0311770431618437,1.0322562578602912,1.0322493851950587,1.0318447249053515
2019-01-29 00:00:00-05:00,1.0431947076278838,1.036524445034259,1.0388596677723143,1.0334081846606398,1.0447912176472813,1.0335160974827973,1.0346810971024005,1.0355892172755579,1.042200454182779,1.039624776756204,1.0334327487545798,1.0420068670718954,1.0325348453746022,1.041198827975463,1.0406555278854022,1.0504328771821332,1.044632052707249,1.035047373469613,1.035304833148772,1.0357162089071583,1.0350285960486842
2019-01-30 00:00:00-05:00,1.0697310122500565,1.0469384340663046,1.0515470357656322,1.0423875461336551,1.046813358489078,1.0431975201670771,1.042688851762826,1.0459461522765212,1.0482615065294132,1.0533620850520637,1.0418233892665565,1.0487894550321617,1.0412081521519707,1.047734552703744,1.0475201578455637,1.052160864065598,1.0507531307475526,1.044998235234113,1.0429219701145336,1.0456005097867813,1.042999817525428
2019-01-31 00:00:00-05:00,1.0857435903477461,1.0598681688127498,1.0640892066901084,1.0556330477189728,1.0615619717007845,1.0561787584905982,1.056233187951701,1.058711766092089,1.0618792641594903,1.0654440445885398,1.055270919976557,1.0621724706263462,1.0545172976606598,1.0612832162428392,1.06076101208464,1.0664941380703643,1.06409841362057,1.057945493534906,1.056539225363634,1.0588953085992243,1.0564642496455539
2019-02-01 00:00:00-05:00,1.0811595436346688,1.0553652659986572,1.0606920625250875,1.0505920767328754,1.058637141926805,1.051843736735892,1.05102349292685,1.0543375680755347,1.057034226322931,1.0632061005447762,1.0500978990904366,1.0569706278547557,1.049463307287718,1.0559973789931694,1.0557267252551445,1.0640008195233615,1.0597345647743095,1.053405717112715,1.0511029546404909,1.0542228527056263,1.0513518456182454
2019-02-04 00:00:00-05:00,1.0945893299041003,1.0617508700618132,1.0674809420898328,1.0567048818827398,1.0726969795763166,1.0576360726947078,1.0569092842934298,1.0605366103574378,1.0644619829382704,1.0702323473066127,1.0560161487840503,1.0628933584847406,1.055455990607626,1.0629060358408258,1.0613639255732112,1.0773885679293052,1.065990819012584,1.0595612264863903,1.0571781518565662,1.0605835664190704,1.0571245845181385
2019-02-05 00:00:00-05:00,1.1042741645052843,1.0653524752495755,1.0698659433036428,1.0609261119251807,1.0737254517426829,1.0607614285241043,1.0617527845795944,1.063640689155787,1.0694784600855602,1.0715763275936765,1.0605640541729857,1.0687851653963376,1.0597358398392969,1.0684799715507194,1.0669219308975186,1.0786588427275559,1.0712298068484634,1.0629835487219375,1.0624990124543532,1.0646728801980812,1.0618625132083093
2019-02-06 00:00:00-05:00,1.1009811582436568,1.0650946053736876,1.0692408644234432,1.0605956262653105,1.075641785191804,1.060179406997968,1.0611509424687773,1.0631452995881925,1.0691950020042342,1.0709190294461175,1.0600982056420292,1.0681573298647975,1.0593583762896965,1.068233655289423,1.0659506288461005,1.0802346025529752,1.0703284393936052,1.0625633883579937,1.0619201889140741,1.0645652472011502,1.0611485908019134
2019-02-07 00:00:00-05:00,1.0861953326328349,1.062074055019068,1.0667035479215041,1.0575055417425663,1.0765386335746743,1.0565002350368002,1.0582416077421912,1.0597589785801564,1.0684084602425465,1.0679969406543304,1.057019556108128,1.0665866128699943,1.0562201424961093,1.067141058487804,1.0640926880171422,1.0807876044339457,1.0690333568744603,1.059252792661961,1.059333899259701,1.0619074957448738,1.0582646221794676
2019-02-08 00:00:00-05:00,1.0883261790544734,1.0683809929832755,1.0716200085230656,1.0645901874169386,1.0838899373420974,1.0626588604137694,1.0656021824457376,1.0658639857105487,1.0757458225410315,1.0713844553140361,1.0642894915503027,1.0738047272841467,1.0632998053194678,1.0745739613294105,1.0711876428148877,1.0880196558157966,1.076061079782261,1.065636723501317,1.0669290259015898,1.0683448028744973,1.0654809265771525
2019-02-11 00:00:00-05:00,1.0872931029474762,1.0683091367112905,1.0717844061081427,1.064382225028505,1.085791485039923,1.062340700762827,1.0654191119026533,1.065627692119729,1.076320098543167,1.0721320422319125,1.0640696932975524,1.0741823294773076,1.0630603682318283,1.0750979489653518,1.0713208592126333,1.0899270547416458,1.0764443015023288,1.0654228571584756,1.0668188273243315,1.0684749943612093,1.0652736442747703
2019-02-12 00:00:00-05:00,1.1033702736920445,1.0765346489026097,1.079308321317631,1.0730445929378456,1.093739908298316,1.070648957635526,1.0744551304523138,1.0736697419669745,1.0852770060946146,1.0790577429641302,1.072994696633972,1.0836045482309467,1.0718640793595406,1.0843070219756694,1.0805811872236533,1.0979072413654751,1.0855522606730719,1.0736419073444683,1.0760049230387547,1.0769388292123385,1.0742668333209155
2019-02-13 00:00:00-05:00,1.104144979211527,1.0756549524504224,1.0785391448402013,1.0720641130108775,1.0951575989421012,1.069426594850894,1.0736852594684063,1.0724744175768768,1.0853029169758697,1.078449525173144,1.0721036338817558,1.0833608376183825,1.0708902435068015,1.0841848298614882,1.0802028084076727,1.0994743973046368,1.0855128740679951,1.0725198238230214,1.0754021435498407,1.0763273145355952,1.0734562617484382
2019-02-14 00:00:00-05:00,1.1055008154313866,1.074904821897011,1.0755447735942731,1.071130770354529,1.0917882091059272,1.0695122324094002,1.0726103154498015,1.0723035700507169,1.0827011441062966,1.0727330162437911,1.071152923682768,1.0811240979184884,1.0700456617319978,1.0815508793217257,1.078435552795924,1.0961463202484827,1.0834946721828405,1.0721253660046857,1.0738976914756613,1.075084665450141,1.0725191678625845
2019-02-15 00:00:00-05:00,1.110149556352108,1.0842179646102976,1.0866684675888025,1.0800207196822758,1.095175385103667,1.0795006363342168,1.080657751035736,1.0822382801817265,1.088156667870157,1.085851116818323,1.0796258224755684,1.087456106296956,1.078841474941316,1.0874688592918726,1.0850157224714856,1.0996183002757942,1.0892230921219421,1.081745908178596,1.0814304615017352,1.0837259483746788,1.0805567399937233
2019-02-19 00:00:00-05:00,1.1123446907383285,1.090192497197326,1.0938361823494318,1.0855182280407474,1.096690113582665,1.0853211942407448,1.0856471758924424,1.0883135498015584,1.0924022987865298,1.0936738590217239,1.0848146125384914,1.0919614890154925,1.0842306687387169,1.0917905294722223,1.089853900010743,1.100904355950468,1.0936096538682596,1.0876578620585708,1.0862054895183137,1.089524231989233,1.085620421437784
2019-02-20 00:00:00-05:00,1.1121511159192234,1.0959932497407936,1.1002279711920828,1.0910211745424914,1.1021184076935178,1.0908703962255824,1.0914444644363912,1.0940218954999426,1.0987516730167568,1.1003900089560341,1.090393021270777,1.098160260329153,1.089750622926335,1.0978963638563368,1.0962814240629402,1.1065275620779473,1.1003354394710894,1.093323013922116,1.092098569778461,1.0954538146893644,1.0915589770323746
2019-02-21 00:00:00-05:00,1.1080833025773482,1.095731444730493,1.1008000699115597,1.0906087658705974,1.1075707102212626,1.090374814914743,1.091404904586559,1.0937526270282851,1.1016353030443122,1.1013950526982996,1.0900924342763691,1.0999287480192652,1.0893897506232932,1.1001646706335568,1.0978958660451346,1.1118651943236049,1.102759234440438,1.0929656879169716,1.0923532192833025,1.0952018811674036,1.0916510445266092
2019-02-22 00:00:00-05:00,1.1162835219079774,1.1031694949945539,1.1080159613895362,1.0979930260536706,1.116503820290273,1.0971869870235487,1.098852429544259,1.1007647068708368,1.109432136574807,1.1082394526343216,1.0974778355387893,1.107589363941986,1.0967264089650937,1.1080627468779232,1.1053199228576291,1.1206105476415353,1.1101559516048272,1.1000859483087726,1.1000227516923449,1.1029714105160098,1.0990071734352846
2019-02-25 00:00:00-05:00,1.1203510305675561,1.1012834416970723,1.1061773418604255,1.0963786735738559,1.1105368377737594,1.0953334607739675,1.0968548406596577,1.098782395278532,1.1057348139274097,1.1068605449554174,1.0957348124531203,1.1045468447161033,1.0950842165673218,1.1049109368671077,1.1021908280087207,1.1142288322762526,1.1062541861965658,1.098208191799623,1.0979242108442158,1.1012592045571354,1.0968521973457208
2019-02-26 00:00:00-05:00,1.121513190407545,1.1000152441060977,1.103874700471243,1.0956930838211416,1.1087239615903306,1.0946208058217424,1.0963173634828005,1.097639032567897,1.1046120550338605,1.1040117197332,1.095272321498882,1.1036697052582427,1.0945315977128915,1.1039907766233763,1.1011153478119713,1.1126528271046354,1.1050348753169468,1.0971802828524644,1.0972938305205109,1.0999004809369217,1.0962289827731335
2019-02-27 00:00:00-05:00,1.1208028744134104,1.1010943721935111,1.1032468879466655,1.0976983122536672,1.111193899598391,1.0963284937819302,1.0991473394790976,1.0988952323416965,1.1074836585619268,1.1018396362654357,1.0977896479036697,1.1070294420069735,1.0966426703144425,1.1069864154090368,1.1042126773955476,1.1159298428028404,1.1083392237688225,1.098658933387726,1.1002489403045286,1.1008439319189671,1.0990101767937268
2019-02-28 00:00:00-05:00,1.118220082585152,1.1025939219985812,1.1046178913745572,1.0992400819084367,1.1121503730527755,1.098245871837063,1.1004961371797715,1.1006968272098538,1.1085072205614919,1.1029669632612573,1.0992765349246405,1.1079256686202463,1.098225104310458,1.1078654068868339,1.105334535069238,1.117082156069317,1.1094501807255865,1.1003703639411213,1.1013650837455455,1.1019456938464423,1.1004597365532387
2019-03-01 00:00:00-05:00,1.125968254948396,1.1090274802334275,1.1107649776996547,1.1057495327081077,1.1171862613598196,1.104636422205645,1.1075459512220858,1.107005698995599,1.1157288406312609,1.108855673178001,1.1060561902212847,1.1155738198632552,1.1047933975584385,1.115102111532607,1.1130927180868992,1.1225346168634143,1.1173298067017803,1.1067451919175857,1.108569834176386,1.1086364856137279,1.107551858232991
2019-03-04 00:00:00-05:00,1.126162032889032,1.1056098802385506,1.1081218913108941,1.1021721057011353,1.1152606599932915,1.1010390338278304,1.1039725957773592,1.103582741733232,1.1127184962877064,1.1068198635392543,1.102395348507582,1.112146472698643,1.1011974821925068,1.111874744338125,1.1097843349349723,1.1200883426014443,1.114076186140367,1.1032842143700927,1.1051096033984207,1.1052300344086907,1.1040174881760385
2019-03-05 00:00:00-05:00,1.1270015341769242,1.1085956219078277,1.11045870658026,1.1054403335621654,1.1156594416573262,1.1041538706972838,1.1071081520688446,1.1066562444515247,1.1151253961556868,1.1082076623403934,1.1056119464691558,1.1149719668943736,1.1044403195764552,1.1144968488816251,1.1126899970438804,1.1205123466086755,1.1167625195752624,1.106420385276132,1.108199817619255,1.1081825057815085,1.1071315375400932
2019-03-06 00:00:00-05:00,1.1206092995943053,1.100012731428603,1.1026383739102514,1.0964283910099417,1.10956032166595,1.0956413779648282,1.098064486647387,1.098379798667807,1.1070067128197827,1.1006392205254583,1.0965141641799594,1.1065042902433588,1.0952990494398784,1.1060920708992779,1.1040582336767295,1.1148972297973236,1.1087146225832192,1.0979200640443494,1.0990487270388856,1.0990689808324332,1.0981576913665894
2019-03-07 00:00:00-05:00,1.106856651651246,1.096123775984067,1.0991403666578563,1.0922821387029082,1.1078128823286837,1.0917069860452366,1.094125271757046,1.0945231121410721,1.1042059025306594,1.0975035944400857,1.0924271607287006,1.1032298509639005,1.0911679574629112,1.102822779076573,1.1009402675439928,1.1136111421742554,1.1062802148958,1.093985900711137,1.0951280184203342,1.0951350246688254,1.0943470107886297
2019-03-08 00:00:00-05:00,1.1051779537577584,1.0972436820452383,1.100011670525579,1.0934066604629968,1.1100968282518333,1.0921062813846212,1.0956775764006623,1.095140826630497,1.1060138720515504,1.097641027008478,1.093712875153222,1.1050478777622008,1.0922652467888738,1.1045495613782272,1.1030542252326214,1.1158517302450004,1.108216374856899,1.0947663863679244,1.0969717772896224,1.0965909577304596,1.095956935398539
