,MMM,ABT,ADM,ADP,APD,ALL,MO,AEP,AXP,AIG,AMGN,AAPL,AMAT,T,ADSK,AVY,BALL,BAC,BBWI,BAX,BDX,BK,BA,BSX,BMY,CPB,CAT,CNP,CVX,CI,CSCO,C,CLX,CMS,KO,CL,CMA,CAG,COP,ED,GLW,COST,CSX,CMI,CVS,DRI,DE,DIS,DOV,DTE,DUK,EMN,ETN,ECL,EIX,LLY,EMR,ETR,EXC,XOM,FDX,F,GD,GE,GIS,GPC,GL,HAL,HIG,HAS,HSY,HES,HD,HON,HPQ,IBM,ITW,INTC,IFF,IP,IPG,JNJ,JPM,K,KEY,KMB,KR,LIN,LMT,L,LOW,MRO,MMC,MAS,MCD,MDT,MRK,MU,MSFT,TAP,MS,MSI,NEM,NEE,NKE,NSC,NOC,NUE,OXY,ORCL,PCAR,PH,PEP,PFE,PNC,PPG,PG,PEG,PHM,RTX,RVTY,SPGI,SLB,SEE,SHW,SNA,SO,LUV,SWK,SYY,TGT,TXT,TJX,UNP,UNH,VZ,VFC,WBA,WMT,WFC,WMB,GWW,XEL
1996-Q1,-0.011464504338303844,0.008028455361560861,-0.00422894464769687,0.07104207526913232,0.03521607678115001,0.06076725840816362,-0.009372018914203103,0.02611307490187025,0.21744423856029618,0.004880899375413681,-0.010729401449678173,-0.20622322556068107,-0.13897260554709084,-0.13763732038428056,0.052332918084749366,0.09980584977622797,0.11084038616927637,0.2020893379055302,0.0999168252243716,0.10318652068586828,0.08546752985455151,0.08656743925966831,0.06592319844754879,-0.028795811518324606,0.030928079093793442,0.06040766335093325,0.14182007464272775,-0.08733606495224636,0.07339293266522832,0.09472760961025299,0.23731518328740447,0.07655828253242286,0.2470158168559413,0.011937827357733985,0.12680032643874525,0.11315010483550544,0.07934187190098177,-0.02168534238855441,0.16901685676569944,0.0075498140078413545,0.13867161409390721,0.20731676277846597,0.016720501952201237,0.06122225921366131,0.12589487001865618,0.148935773288648,0.20988615094367763,0.06570799262830344,0.2548309760050599,-0.010151218051764502,0.07322803963890565,0.07036427679438019,0.11450412287968857,0.0383212982907708,-0.028368508943122147,0.18691712870690053,0.01994737796700913,-0.028279655491341135,-0.1076074046752341,0.039018050029055715,-0.022107797156508503,0.20591946014987897,-0.03543986000283473,0.08643287444016882,0.0021363219899369693,0.092985508692392,0.012078001226074355,0.24622404048064164,0.02843538539005506,0.21274303687771995,0.16222043797170596,0.030901821101375175,0.00895235488909417,0.20290193644406715,0.15500759184184779,0.2172318235109428,0.10321155615176722,-0.02486961476912938,0.019956200538781353,-0.0029600466374936894,0.08535391055324522,0.11057862931181252,0.25321897325361703,-0.037744031615691134,0.07930990933860714,-0.06843004048392816,0.07333297870351738,0.23249857402451424,-0.020020713941522487,-0.027597124338837903,0.07186090808381575,0.0025970278806006753,0.07052893659498453,-0.09891743974432098,0.08387068851605095,0.1312223482212899,-0.008725500177552394,-0.25903605163482124,0.14484662989721503,-0.18702541795248057,0.2404342297899543,-0.11063690460562386,0.172537441898447,-0.014803428301655226,0.16232265959977554,0.06689401643698134,-0.01681026285669909,0.052057884416256535,0.2618375382134506,0.08381481264214861,0.10077279288926044,0.10634865117847227,0.1514315318661962,0.12949984645549467,-0.009832084613132735,0.0904090027614693,0.043802106065800574,-0.09210990644946819,-0.21596177450390766,0.19842245173364753,-0.0407254223503193,0.013067911049598844,0.18833258023648433,0.195555847629757,0.10911570606064533,0.019827152842337225,-0.013129754617096572,0.2610489279468467,0.12388248078232707,0.0510831356746639,0.11405452437506344,0.18865037327603257,0.32937071776693694,0.012010923515400404,-0.007607903459778412,-0.058768483287376834,0.06134088745091166,0.09891349684299654,0.012982443168941302,0.14496441680064692,0.1663471816198153,0.02033382399955609,-0.0025244121623940467
1996-Q2,0.08056412068447708,0.04188294384022564,0.05797502093707844,-0.003777280007486049,0.05252707387417468,0.09639452003367252,0.1750003536317433,0.033615789109328775,-0.09545230977310223,0.043586832481394354,-0.03253785416903326,-0.15686547256773423,-0.11578958961247933,0.0014354624605247824,-0.1768277628769219,-0.015086496131742318,-0.11820584225995603,0.025205797099278334,0.1311516478690694,0.053435229076552654,-0.02017917080606712,-0.0010684163467188986,0.06254908768387824,-0.06199460916442048,0.04034528181551074,0.10116402804390755,0.042421909928407255,0.13678460649220572,0.07350289713815913,0.034533322170988034,0.2354499807837552,0.045357548098601964,0.0037748470247790334,0.037708665905773146,0.17523234922854322,0.08633301279294378,0.08034475427578917,0.1478500822032909,0.07776205118069834,-0.07287406736973623,0.10447141753402059,0.13131333526086436,0.07417073879281444,0.024240829713516113,0.15709928019089708,-0.22107857923340288,-0.0772575454649321,-0.038800607887826834,0.011332249511105582,-0.07909229948805703,0.01784939356170585,-0.0927673749221999,-0.03880681735523504,0.061396454838500196,0.0518511763596143,-0.0015913278548308877,0.10641602667623633,0.040239191431818484,-0.006611464606294739,0.06123038636386924,0.15478181638715766,-0.04785374168239839,0.10072249651783514,0.10507202458216967,-0.06034500146929268,0.027060686797403824,-0.026912917313419597,-0.09873323143501954,0.11213165850909729,-0.03751451406143399,-0.02156161626139639,-0.02903200826515531,0.1373674206700425,-0.01743180000447144,0.058403592381364486,-0.07735724817888306,0.05117119182937349,0.3158580731180303,-0.01896637056019202,-0.0038518237484157568,0.01166628596460726,0.06865204970601083,-0.01974952761742069,-0.004329525126770964,0.01293961826825288,0.05299114352468556,-0.01242222860683595,0.020788138530058682,0.1034043722086447,0.05670893590356678,-0.019221057745885138,0.08024304684540966,0.039913034590388634,0.11974047778020423,-0.034051084931626514,-0.04362281124408731,0.04878455778284131,-0.14109175809261104,0.1903892468916886,0.006802730525033743,-0.009184480557620844,0.23378583760553445,-0.09877790250569587,0.04446982810823768,0.26220702027391063,0.03636387517649763,0.0839031766734028,-0.1475326850962027,-0.06495176011495463,0.2519998146663437,0.010256328629517662,0.11919008448205136,0.11713138101479707,0.0261920324866928,-0.004581203301780758,-0.026152902139869094,0.054142642630041024,0.020800717483613656,0.035160652551207455,0.0387629282410406,-0.09869251481807263,0.05278468533487929,0.039707670909087625,0.02973999206181853,0.04016916516187441,0.021833523404820594,0.030209878461111214,-0.03763051220745874,0.06388218079406194,0.02254038590057184,0.19092047387275748,-0.02954367214913197,0.3682739018433918,0.0767610456334496,-0.2046784141928335,0.005739186045637556,0.07810803556622854,0.022284174380868344,0.060631513634334645,-0.05615837849377119,-0.03263785392032577,0.1600472199808712,0.019028922495249605
1996-Q3,0.02262211657571395,0.1418949515847631,0.05978678008059293,0.12484149242015076,0.00912628492737118,0.06399032345068245,-0.13290902746951694,-0.03047041204408909,0.027207241457456677,0.03177813664973197,0.13228680914921198,0.031979832842689404,-0.12301582358972207,-0.013858867081047672,-0.13564796356356246,0.02669919367588508,-0.10760205558018936,0.0383260933310552,-0.09514265074452753,-0.01952350648832728,0.10760200055716888,0.14544792464080994,0.0547334867410256,0.3218390804597701,0.07681596801891839,0.1342424950906152,0.08337658551320122,-0.09107830145970319,0.05569546581660013,0.018500765663356927,0.06316900266320677,0.07173946142163908,0.08884217356721948,-0.019652943269353462,0.03284439002963388,0.03254249106542999,0.14371130565843765,0.06501705778270227,0.023072734129538607,-0.03711181558660698,0.011289324820046997,-0.023809667537332237,0.04384352346346015,-0.04502308879642845,0.07271253391720194,-0.17857186285630902,0.0751991083020585,0.01801207731193651,0.03073320079403962,-0.07296793138710347,-0.0779430525512855,-0.0491281580007706,0.0462166862185822,0.0431729276571648,0.021429404129378878,0.00014276966927103714,-0.001195923520330392,-0.04031625654914977,-0.06976488262544667,-0.036634063382843564,-0.04518074628189593,-0.04163369077113469,0.09833706364953743,0.04824996124259561,0.11827347689239502,-0.036185129911364876,0.055568763619468685,-0.009692043437027191,0.08815191847135027,0.03774660041359759,0.3551798900967739,-0.008935554317825167,0.04953096644616629,0.1448306075110395,-0.038235344783035606,0.23052971271997877,0.07131690509551765,0.2712551491605084,-0.06957047248003537,0.11424477487704295,0.011865206934742729,0.03645230378258213,0.13146973474198723,-0.06971434886813685,0.13153894657700754,0.12567579626226033,0.1257862401840735,0.03538229156197717,0.06053391071616626,-0.019103217967496387,0.15314990735346715,0.06353901130506462,0.015150978485271157,-0.029962553253136407,-0.0010544634930427506,0.14447575462332354,0.07085037245844934,0.15639810391723646,0.07818131686733729,0.23508916478710815,-0.041397603205267676,-0.1996581894314593,-0.05733889374744475,-0.05547023632845353,0.16827802586332527,0.05298213284632,0.18447181478639396,0.0016144131546918846,-0.055053394319005015,0.08785934356681735,0.12341956453461916,-0.009878234420569745,-0.20381885697601074,0.11139910396342946,0.11162722843347425,0.12531329445510647,0.08162204942387358,-0.00778936239100686,-0.06165231848548291,0.047173131206290284,-0.11618681080964255,-0.06346384120837248,0.0014172507864956341,0.07581239817315821,0.0011732978590641673,0.0237908864559843,-0.06389030076812052,-0.19701544559823245,-0.0482488599796357,-0.014507227535529186,-0.011630821432693547,0.06961871578737142,0.0536918380897977,0.018257249452164434,-0.18382344236374035,-0.034559771829959784,0.014510787029055325,0.10387865424118282,0.06235697663208883,0.17296114450829103,0.042482917539159976,-0.0946030959316906,-0.032508716145139206
1996-Q4,0.2035560047249044,0.03286779732801235,0.15287422142598767,-0.017277425653819737,0.19138407573095545,0.17339942867959096,0.24587758336894175,0.020566933994437556,0.22565988174319176,0.06745179574650267,-0.14705876327277217,-0.15228344400790325,0.343458162840437,0.08763877472931852,0.10633424521084837,0.283842754661034,0.10624904589482909,0.13921202722110942,-0.034063371188265315,-0.07234466742998584,0.008874224927470278,0.1673943905213512,0.12153256786126636,0.048034934497816595,0.1343996401080255,0.03340214617226531,0.025828378318759396,0.0273084533382399,0.04024097523397689,0.13341694997531897,0.02414463279101885,0.21641119440322495,0.04605967258609468,0.11187656685411561,0.052436246902846026,0.044833142514421165,0.024122371810943986,0.0286910133081895,0.06490334638789227,0.07250945021808859,0.210543109565097,0.21818175137398657,-0.17102358619078042,0.17470831854940116,0.08982948195960044,0.019361214534229947,-0.03397538243993216,0.11793279306832302,0.06366302157048472,0.16994116228436162,0.0001226024368071328,-0.020913265536314604,0.19008798312689762,0.10724135510540335,0.15000003477165108,0.12819614513591818,0.09751389885482895,0.0443245819096135,0.06437149383266072,0.1598997851971921,0.093702092549469,0.03248351862091299,0.04661517525029696,0.09655675444350768,0.07611022223917835,0.015999837034665353,0.11410850840386859,0.16625524920025453,0.13165670284554126,0.02904118396369407,-0.1280854839182756,0.06722714174213204,-0.13850798107539175,0.02025504068966309,0.052030198338638686,0.22754125825233232,0.08559662368696383,0.3681494031732948,0.04858016282160738,-0.04993334214993273,-0.0017543846239395059,-0.023246563156939404,0.10935325695010915,-0.03216460086364214,0.13667960643982321,0.1048684422192451,0.0538246084824071,0.07170314613971746,0.016881604589521412,0.20813992006468887,-0.16077126589092536,0.11355568932098012,0.08748368907596046,0.23560533401805078,-0.04321024314660188,0.057906324655182,0.1270615205068947,0.0,0.25070880408006424,-0.10537623870519086,0.19487683568736272,0.20655188199466593,-0.0504794197010447,0.07423918234209212,-0.004257108050205138,-0.03093138266903981,0.031311669869034615,-0.024684635240549375,-0.005537259184683378,-0.020528316962904445,0.3837932684493283,-0.0676607346642229,0.034820217566950175,0.039507383941523116,0.13978991338153626,0.0524392341775839,0.10614123689255923,0.03319233797641589,0.20823032787249915,0.10528894740346587,0.14281643386139922,0.07409655920858177,0.16575867796433885,0.11744908878004123,0.21470222237685466,0.11546349262196089,0.031373636474730605,-0.04826441908753831,-0.027618281433922455,-0.03604719062591274,0.2565425077243997,0.11237444553021515,0.34163174673937763,0.23627686158698724,0.10429404747380579,0.09636250653526184,0.13124174828939342,0.09851310857966317,-0.12314858114838367,0.04201852188495677,0.12163818880507968,0.15637022640952375,0.0012189731209112209
1997-Q1,0.025928507825639536,0.11616218051331133,-0.18539771454288173,-0.02080625207926346,-0.014124845229634935,0.02959921372999915,0.018815383711691884,0.017889761636223505,0.059733892038606545,0.08518766586396757,0.027586251291290553,-0.12575121760265182,0.29043453977735795,0.034183443494362906,0.10921450377584738,0.09294151113319969,0.01558653904348499,0.14160174069772336,0.006397614793746925,0.05855948160875855,0.04019548820822789,0.09612129786128831,-0.07151674898106854,0.029166666666666667,0.08256849384346811,0.16127474569853964,0.0719772986236374,-0.06197006860833205,0.07968084060739249,0.07425232255325338,-0.2436149351804382,0.06097134556335324,0.12520186140221218,-0.01436055181601596,0.06177981645200168,0.0852519027835745,0.08378442280771767,0.09635657816292738,-0.06956201401145931,0.04736156960384045,0.14766758013225742,0.09950205428110691,0.10668106302876797,0.11938574683633799,0.11553624470207824,-0.09999992020720593,0.07902084703319584,0.046474544252323474,0.04309804879253832,-0.1546076638773461,-0.03476444965188524,-0.019444315315812907,0.01836431108806007,0.014209412546271888,0.13207553600842128,0.13126804893364352,-0.06617635260649642,-0.0979482911745787,-0.17722966462278364,0.10799818896391315,0.17134867848639623,-0.015692169355018822,-0.03867613861891888,0.008867998496538401,-0.015991631491809863,0.055839659182784045,0.09653539821892491,0.1288479593341868,0.07425785751273978,0.05895089972349467,0.14801668275540825,-0.08165278577610957,0.06846381438259376,0.06718213948574309,0.06194182328850109,-0.09192314811129629,0.028785749636634893,0.06288150669603039,-0.020108932147458326,-0.03140601110893264,0.11428661944991121,0.06614101795289151,0.056972252578173496,0.03129339281513517,-0.027173711880530138,0.049203125076130665,0.09677411130515944,-0.024888597593024038,-0.07781082077467208,-0.05465949391641264,0.05070602007074132,0.17569952649859527,0.09836787983867568,-0.01736092063809625,0.042974133810810985,-0.08329926882441466,0.06297782646260959,0.38626612639908925,0.1096819259819792,0.1249232780628242,0.05651635171604503,-0.010192725830260126,-0.13143976515854136,-0.030673578680238234,0.032036111208032396,-0.024720566574543416,-0.08099704798493293,-0.10102354940427115,0.06375326139904844,-0.07634735017134966,-0.014792983996517453,0.10824951239622008,0.11076782024080316,0.01735539852867852,0.07343390802156483,-0.03189063181432279,0.070503276490316,-0.01800973526175679,-0.047041490112831826,0.1480332735707651,0.044313439429139026,0.11631978759255418,0.07772319149374463,-0.012011943061220333,-0.032333821425966795,0.09336195997453524,-0.052377842924586235,0.006167847704568171,0.4093373331247353,0.04597687970784781,0.06807653568740223,0.11949285324941575,-0.09598159669915907,-0.04955437730439392,0.05833399981614508,-0.05132829238337129,-0.0038120570526210796,0.04329271188050306,0.22818001995900544,0.06988801273582401,0.19678264486733824,-0.0748688953923627,0.03269739309389251
1997-Q2,0.2010982786306267,0.20574877387378795,0.3273651921428405,0.1318196568093098,0.2147284904868809,0.210777789606615,0.15511027440683092,0.028196728877922274,0.2308968846010658,0.269610546381992,0.007584231225276218,-0.18571501281870648,0.5061481122712226,0.1702124894506433,0.18773758713334002,0.04018396212044089,0.17934995071188153,0.1567091076629203,0.1318770230032178,0.19865617960400855,0.13743283256522634,0.18707884078590897,0.06421911186698981,0.028242677824267783,0.31718055698577463,0.07382578144007446,0.36563219732497043,0.05691257754621067,0.0823599381348469,0.21106356415157201,0.3875972370836661,0.26783724813042786,0.17533232466684776,0.0939181975674187,0.21406690047897847,0.27805403275398033,0.2009111813391742,0.17258115851473432,0.08968690459744595,0.007424979101550313,0.26877257883798045,0.16888845688455786,0.20938702250596647,0.3930710689196469,0.12085759327683125,0.13888646705330507,0.2517796262425074,0.11079329605203922,0.1745551242607636,0.047343469125804796,0.09301344447906801,0.1818589832182246,0.2614518079248163,0.2447985279815374,0.11797718925278598,0.30834381334226996,0.1933691459138797,0.15459714537069566,0.06016763439150461,0.1543584273416556,0.10238086942252424,0.2208434276561928,0.13081111055248437,0.31812415880648703,0.07262325116485192,0.10948610927847725,0.30168203136105326,0.1398832919872373,0.15740655068599232,0.0447662931693656,0.1242413856870555,0.058733242604510086,0.297262683317445,0.19131466393183874,0.0745953834236444,0.32312412021757103,0.17610083614972247,0.018293294966286937,0.1589631544846285,0.21294042278268316,0.15248114004869953,0.1773146908289448,0.02165587446498824,0.2980136237434956,0.13485320512577267,-0.001436495974146511,0.1372552784913511,0.27898272041423366,0.2474583594393484,0.13445086091300118,0.008288034499599417,0.056924265755754294,0.19982182663865908,0.16620146433861135,0.0029240812030038536,0.31376219591982174,0.18668094910311317,0.028938786235286285,0.355228145795842,0.3211510238255931,0.1758719415111987,0.2789663101220887,0.006341653289299157,0.060838044648109095,-0.06333805946622913,0.1793195336595634,0.16669610195957313,0.22707783312130178,0.039261883258021456,0.361486933309028,0.3461413696026602,0.44198987657902017,0.18235996042574248,0.4086431835246025,0.04667114453608172,0.09793396852179935,0.2091554823054492,-0.030880306013491534,0.18376850457872052,0.09651950397199577,0.09911595866534298,0.16368855081080266,0.1399486582783631,0.104651778648261,0.16892745352009025,0.0313472139955506,0.03998088210696226,0.15693171384418889,0.060951640013895796,0.08228298031987823,0.27443102227382526,0.289444251227926,0.2660297639200169,0.23800424109639898,0.06666606714993517,0.27206602901828575,0.27828289990013344,0.2801167751150845,0.22095581678868864,0.19733554615964335,-0.013729082573256182,0.07842229743889227,0.10849352302777579
1997-Q3,-0.07724410694583228,-0.02450014534603841,0.08637004515456244,0.05935786363741404,0.0013532121303684711,0.08623160921947522,-0.043953045591068135,0.09820426416763789,0.08443636004312026,0.036985088097419044,-0.15248605996668857,0.6445393565936353,0.3014522242206941,0.0189792194495883,0.1957696923051678,0.004157155136799418,0.1280061766893003,-0.048191303634758036,0.22045238208386075,-0.06523592061757634,-0.09634815037831874,0.07981374828055915,0.009429395832141842,-0.10081466395112017,0.019246509607764608,0.03160648748272686,0.02948086965902417,0.0353434917991319,0.10941313620676742,0.04135258954452975,0.06953340442128134,0.05722876380864631,0.15671873623708935,0.04705793455900057,-0.10894642501711539,0.07407269978574174,0.14752874859454743,0.0361015406159279,0.17199650443746137,0.17726489516627722,-0.1525082537674942,0.15769251511294133,0.062384194404924494,0.131193473531807,0.0787845704059007,0.2671226756994782,-0.0009639370695144679,0.027991071565791777,0.0889325882086195,0.12470895504614124,0.048242246881542175,-0.012506091228310734,0.07469725796095032,0.03404734529425055,0.03324842841869652,0.0950028906669534,0.06225830876160721,-0.010809435653209574,0.11163188346664031,0.019588434613981583,0.3660621276532419,0.18602300318329582,0.1873808706144381,0.031524338196638836,0.058798062660089336,-0.10650156704013808,0.10563395177290895,0.2872864634442299,0.0507713490709179,-0.035948420109502936,0.014003859888856371,0.1092786340669116,0.1363394948200822,0.012746514078355897,0.27023328729966684,0.15667147674473209,-0.018482389032890442,0.32809192728415787,-0.02764463191129155,0.10367243264241624,0.2587877592383267,-0.08271794155131809,0.18592967707900956,-0.02167292428338518,0.12161277016218214,-0.022415239452455833,0.05458498318731306,-0.058779151699859256,0.04931207173915114,0.14048734053985928,0.03833656875257083,0.26289147274651975,0.05681601912399264,0.09933540984040715,-0.018906946840705912,0.07178404839526763,-0.03510150801945101,-0.14086694972988445,0.05902929868585678,0.43496593904435643,0.20675770389615225,-0.055660314982756115,0.13756448711106584,0.11327839656114688,-0.08533782776188818,-0.0018436908106412603,0.38196926138362003,-0.08603751672450066,0.037762958760049245,0.12548275100922796,0.2067523237811806,0.14815239158671872,0.06391193243451408,0.0008269424691050059,0.15827587588226014,0.06774472359754431,-0.00745784173903699,0.04704832745341351,0.06984594637767846,-0.029878401738663175,-0.04806889375890977,0.14671892451803462,0.2786429875020045,0.16269856925158022,-0.056749442544474775,0.16113809726439357,0.05585578650433717,0.1641264463058121,0.06016050528727912,-0.01170529590939889,0.104641825186679,-0.035165734213030445,0.1338738266692157,-0.10246282166211962,-0.04306251996095322,0.08791218924864515,0.09592284993308559,-0.054314598812622406,0.08111142425207152,0.07978037590610887,0.07615731306830967,0.13601690829105367,-0.013000947417469074
1997-Q4,-0.1255399865455593,0.0267074355067972,-0.07109445711627038,0.25868169498241633,-0.0022744125602416803,0.12041322794839719,0.07425541321432844,0.1381112729626717,0.07972359140928462,0.02606506154996636,0.14550212104489835,-0.39041735255607457,-0.3645354523946268,0.18758659717136042,-0.17792925791847458,0.09197148814820327,0.01647636578340916,-0.02292351112135341,0.05674918978933611,-0.04539580164336921,0.039157072988229534,0.18889608714812867,-0.08994482049856897,-0.16496018202502843,0.15092830994711212,0.1812947312224554,-0.12247034673098883,0.25090934312985624,-0.08913563414864989,-0.03916457537552381,0.14849752534491964,0.16840113381398056,0.06493389787666809,0.20677794303303704,0.07904710491617643,0.0633985071186521,0.14511184747859338,-0.018454428241617346,-0.053656976167692945,0.21479641956939288,-0.21899269505510593,0.1360385483244201,-0.07869141412060002,-0.2561897578336452,0.1248628487693152,0.08471513736316373,0.06818488033335465,0.20916362241246048,0.06649919875265278,0.1550866941457969,0.12004075016547097,-0.041801239411575326,-0.0360000074732362,0.08951298177909718,0.07328292434027528,0.15318013531182806,-0.003078354400704638,0.20490347049315255,0.04693900858394071,-0.05684396036551794,-0.23671876578026002,0.07441113493916217,-0.0039305513228298184,0.07474570153735098,0.021833981221571874,0.08976775653166182,0.04067991468338935,-0.010799913647089402,0.07826427267606607,0.1107177024517436,0.09677326809190243,-0.11241353937147212,0.10918332306796263,-0.0927712803610358,-0.08566327168317434,0.012840418800643653,0.20657643337543755,-0.24638306632830564,0.06570201981398782,-0.20724499754926143,-0.020628543391201928,0.14242231980385783,-0.07938710822686246,0.17037808175904806,0.11553207544539305,0.018852310133065958,0.21739170523830034,-0.07467759932955767,-0.06676218949359673,-0.0602929130985308,0.234240073965976,-0.10410732829573079,-0.027913608412216205,0.12175358140451058,-0.011281622600445117,0.11675278882596836,0.06105894970331252,-0.23713223980337797,-0.034547255922757605,-0.11856872692474009,0.09127050649660787,-0.1999670406678888,-0.33830565002356416,0.17068639679889025,-0.2602075261711429,-0.10501000798016756,-0.043079978799296884,-0.07995809484354073,0.13679890049194424,-0.38020842626677165,-0.08514403387349449,0.0005232985176158092,-0.01650674880047254,0.24048535581558608,0.17085744677266973,-0.08503455963356078,0.1330004061467357,0.2374485491811091,0.10927712429497015,-0.09936688896242517,-0.011443267495565734,0.09476294857760295,-0.06357615703525107,0.11764705882352941,-0.039734760379269984,-0.049639739315477494,0.15032645448473347,0.1615820413669738,0.07895054985330839,0.22373784834395516,0.1268678070283896,-0.0383964886258474,0.10619472354742542,-0.0031103979862217787,-0.028117414758307258,0.12854869339089367,-0.016818363255641386,0.20341892651944563,0.06946685178098337,0.25250543794458064,0.24110836717045417,0.08913343186125976,0.16603215236312163
1998-Q1,0.1158753372559306,0.1542892732133707,0.013851458336633,0.11125322579431658,0.011298546480243928,0.018853616422328967,-0.07038540522100063,-0.014692280476924249,0.028711371828698148,0.15875806431229517,0.12471158032793721,1.0952313895718444,0.17219907910797988,0.19363907083604262,0.1673191689266213,0.197717919257482,-0.06993718818730144,0.20603126545990844,0.13006555637704398,0.09860060675564478,0.36441266103696235,0.09142216816759365,0.06820967782913437,0.4713896457765668,0.10237752705650985,0.019578668034530136,0.14146309323113263,0.08997498745501054,0.05130140352464838,0.1945497677109263,0.2264576066840721,0.11631239776462064,0.08722863260572176,0.0726886477667318,0.16360235367736042,0.18496460192956893,0.1779233880613444,-0.025531395758160536,0.03489920278165902,0.15430757564333877,0.19726468590267654,0.1960778562020174,0.10756814491311131,-0.06210176726492275,0.18046705726416468,0.2450008361009567,0.06703090573583853,0.07973020193370021,0.054615520321496205,0.14877482152077076,0.08632534326333346,0.13988543590219865,0.07160316148720502,0.04972986208645643,0.08045978520021996,-0.14092090436199445,0.16043079932786386,0.009400401869591634,-0.0763305152157388,0.11257385220607417,0.16478973674564668,0.3459549240841893,-0.0010529859100421193,0.17925161572173123,0.06894452818132922,0.13096649675546454,0.08592687171307169,-0.031133945040192935,0.1646788686735929,0.1237609274535882,0.16034619872682174,0.06535987641993864,0.14950958481165913,0.08599235359178348,0.01830146105496528,-0.0051697153647030595,0.07894029737122295,0.11163176746218735,-0.07751097647468823,0.09258760891856593,0.2502113001009672,0.11835694401295807,0.23874947986053088,-0.1261545059494209,0.07542874557923451,0.02096965338892839,0.2568025417101001,0.14603675883563064,0.14615349584447346,-0.015220097649487814,0.47361785102158177,0.12198207353642267,0.17871399503051616,0.17440537020639124,0.2585336164820153,-0.010817374306443228,0.21362292566392801,0.12048178460655826,0.3849131317761353,0.0576285947946211,0.23693204308047242,0.06470887998324501,0.041532027390959764,0.09486070144040541,0.13432939020220674,0.2328676883494367,-0.059781143628216966,0.12920639421842242,0.00531007615905661,0.41456637526343365,0.13741583592469808,0.12365254541308868,0.18126587724260354,0.34005032704812477,0.060615408818172206,0.1959645102298799,0.06047457173577898,0.2067292385328274,0.11365466627129307,0.2723682099017316,0.40602735916338967,0.03319971380325137,-0.056638014096931186,0.06072856782872938,0.2884300938385261,0.05136538301899532,0.08443607386531561,0.200911630552083,0.18633701835291824,0.12482919207419861,0.30683730062053055,0.23683212522964142,0.3272502239813891,-0.09723238243681658,0.303738386029252,0.13328807201873588,0.1351434354337204,0.12546086682972296,0.29038773819028457,0.07720432358560522,0.12784776133541498,0.060812914129510336,0.01287526887506385
1998-Q2,-0.10277853572205108,0.08320244961526786,-0.12221576174409272,0.08475081567641732,-0.02609802306640133,0.004908087351980176,-0.0036992453309015287,-0.08655261826093888,0.23653499023307953,0.15713810782929863,0.08731836876164704,0.04317895886248724,-0.21594634197509835,-0.0632276255024332,-0.13084362294967292,0.0005788662114396181,0.21334322677102252,0.05403635886594245,0.1619385780996201,-0.017520516708893145,0.12423239668214751,-0.02398294094502344,-0.15281756756059592,0.055248618784530384,0.0866171780324588,-0.04443194518067237,-0.01704725458948621,0.08327271999981772,0.02248914609443359,0.012651542270541188,0.3282235850747025,0.01887050929886306,0.09932476641430767,-0.043344513960445454,0.06242713688648888,0.005940244577820598,-0.042149560980695486,-0.027000992717813126,-0.03055896446674932,0.005132487752184646,-0.19746859585803986,0.16244198547688796,-0.23417359723082648,-0.07594579584309051,0.026201563733644146,0.02678049376019059,-0.133530285762754,-0.007397178398206609,-0.08894819386490865,0.045075981965880516,0.010798664244576012,-0.07507199577920985,-0.1644312798338742,0.05643819786141894,0.01948261481866754,0.11797528242163254,-0.04948323296757009,-0.008046056975591702,0.3165200939413859,0.04119145724546774,-0.12771512667099763,0.405407000024607,0.06051788669129836,0.05133774100112134,-0.0910923202964045,-0.07461584469260653,0.0017208284827441034,-0.14625585531359853,0.06251163579947638,0.09059263885705307,-0.049343354416548496,-0.06692733910373312,0.19603470877559367,0.04930566092818971,-0.04023018371231993,0.10139822033340151,0.036798797689246605,-0.04318632725144304,-0.07529302788065871,-0.11029135401030579,-0.03238923946593368,0.012022259047605292,0.116202570839105,-0.11440300235035228,-0.04570783688607875,-0.07789567117459477,-0.08533303379474812,-0.09967602186544533,-0.07299907744032909,-0.16062982131376927,0.17031892658804512,-0.09179599948835283,0.04253236914920605,0.017875789969084257,0.12463238020748796,0.20242348965837062,0.03387822147725649,-0.22460929872160879,0.19916953523896858,-0.023017734721806224,0.25691322724684074,-0.12911315983379493,-0.21159481232562047,0.0005340627885036166,0.10490042233492727,-0.20541251597539245,-0.05357984944933168,-0.17266931731978122,-0.058234706939291246,-0.21713138721623762,-0.1277316514820982,-0.24246664745609803,-0.052943256669703564,0.10181056706638839,-0.09341256281135865,0.017020520761412646,0.04312415991326973,-0.06061064405376361,0.2731631724514198,-0.013526466321531493,0.026210115798214036,0.08586083640045596,-0.12066030271588322,-0.4318841774801104,-0.10172664136297216,-0.21038193755211002,0.015094716259740645,-0.0038359600927015086,-0.24446997972125298,-0.015664702160407298,0.08453439272862255,-0.05583477863577078,0.029288259636463806,-0.21441244811555338,-0.013552750335326647,-0.09295718149765475,-0.004563685112231762,0.19958859719824645,0.18121755620435226,-0.0801212120092447,0.027591677404334866,-0.013907978638854806,-0.013847611049543889
